postnummer,NDI,NDI_rank
21622,1.8536807,.96664059
21623,1.0146478,.8622579
21624,-1.9605275,.028468011
21625,-2.4200106,.01203287
21630,.22932525,.6370573
21631,.026542453,.54539227
21632,-.093647927,.48845628
21633,.89510572,.83819211
21641,.66779387,.78673452
21642,1.2033195,.8972804
21643,.31721663,.67119938
21644,1.952307,.97319508
21646,.10893238,.58344746
21647,.4760094,.72930932
21648,.78794932,.81539816
21741,.21655521,.63226372
21742,.19818974,.62414402
21743,-.014859975,.52533752
21744,.38562015,.6958521
21745,.22794373,.636666
21746,.97125131,.85384464
21747,-.11441207,.47896692
21748,.62681502,.77616906
21749,.42277279,.71179807
21751,.60113788,.76951671
21752,.9457016,.84846407
21753,1.1594411,.89043242
21754,.59017551,.7669732
21755,.90657675,.84014869
21756,.963355,.85218155
21757,1.2392498,.90285659
21758,.92068923,.84269226
21759,1.0323858,.86538839
21761,-.76014745,.21258071
21762,-.65239102,.24603796
21763,-1.1438893,.11895911
21764,-1.308002,.090001956
21765,-2.4142411,.012130698
21766,-1.1596581,.11592643
21767,-2.473778,.010761104
21771,.88928914,.83662689
21772,-.70218885,.22930934
21773,.43169838,.71463507
21774,2.0423074,.97867346
21775,.81044972,.82019174
21831,.81009847,.81999606
21832,.93893725,.84670317
21833,1.2011825,.89708471
21834,.68789667,.79094112
21836,1.2006242,.89679122
21837,1.4012871,.92477012
21838,1.2444783,.90354139
21839,.44922125,.72001565
21840,-.38348544,.35237724
21841,-.71152395,.22715712
21842,-.41766474,.33682254
21845,1.1322846,.88514966
21846,1.2278807,.9011935
21847,.90533936,.84005088
21851,1.5747559,.94296616
21852,1.1944505,.89571512
21853,1.5139083,.93631381
21854,1.6174246,.94717276
21855,2.0839074,.98004305
21871,.77737933,.81295246
21872,.84412253,.82713753
21873,1.8002119,.96370572
21874,.75839823,.80835456
21875,.13253048,.5945999
22220,.011957014,.5389356
22221,.42571729,.71297204
22222,.21444455,.63128549
22223,.16715302,.61093718
22224,.35303351,.68421054
22225,.32840204,.67491686
22226,-.39020017,.34885541
22227,.32866824,.67521036
22228,-.45578888,.32117003
22229,.43957973,.71688515
22235,1.6876416,.95382506
22236,1.553278,.94120526
22237,.4563303,.72275484
22240,.62767494,.77636468
22241,.24371374,.64331836
22270,.7419768,.8045392
22271,.89894521,.83907259
22274,1.4250489,.92702013
22350,-.6042788,.26423401
22351,-1.1687769,.11377421
22352,-1.109674,.1255136
22353,.12309456,.59039325
22354,-.50421488,.30336529
22355,.59577751,.76834279
22356,-.13445809,.46977109
22357,.47434777,.72862452
22358,.52406067,.74398357
22359,-1.0431654,.13999218
22361,.057790905,.55889261
22362,.78007311,.81393075
22363,-1.3529634,.083447464
22456,.99504369,.85824692
22457,-.38959506,.3491489
22458,-1.8324939,.036294267
22460,.64791173,.78184307
22464,-.97832566,.15535121
22465,.23562509,.63989437
22466,.79211456,.81637645
22467,1.692253,.95450985
22468,.29051128,.66249269
22471,1.4451033,.92936802
22472,1.0173575,.86274701
22473,.55615169,.75484252
22474,.7300595,.80013698
22475,1.2216144,.90031308
22476,-1.1399045,.11983956
22477,-.87808621,.18137351
22478,-4.3796182,.0014674232
22479,.87471819,.83261591
22480,.95247954,.84993154
22591,.80563486,.81911564
22592,.9481957,.84875757
22593,.6050089,.770495
22594,1.0051949,.86059481
22639,1.6703511,.95177066
22642,-.28252223,.39962825
22643,-1.3579825,.082175702
22644,-1.7223058,.044511836
22645,-1.3822402,.079436511
22646,-1.4859502,.065544903
22647,.53999239,.74965763
22648,2.8316233,.99726081
22649,1.4082381,.92574841
22650,1.4720566,.93191159
22651,1.9687381,.97446686
22652,-.18454212,.4465858
22653,1.0812778,.87380159
22654,.18675369,.61846995
22655,.48280683,.73146152
22657,.10285196,.58100176
22660,.59665275,.76863629
22730,.23268935,.63862258
22731,-.044684503,.50997847
22732,.95964622,.85139894
22733,-.035844553,.51438075
22734,-1.0941725,.12854627
22735,-.047354344,.50851107
22736,.36389664,.68871063
22738,.74535841,.80512619
22760,1.9929638,.97554296
22762,-.40384066,.34298572
22763,1.2704698,.90618277
22764,-1.7910612,.03942477
23053,-.622917,.25767952
23131,1.3943835,.92359614
23132,.26817396,.65329683
23133,-1.8311886,.036392096
23134,-2.1474726,.021424379
23136,-.83405894,.19272158
23138,-1.1357764,.12042653
23142,-.96698564,.15838388
23143,-.98815757,.15329681
23144,-1.233338,.10242614
23145,-.82115859,.19467814
23151,-.69724154,.23146155
23152,-.68274224,.23586382
23153,-.29758036,.39209548
23154,-.39562845,.34689885
23155,.3062332,.6667971
23156,-.25360447,.41351986
23162,-.17876238,.44883585
23163,-.79772687,.20377617
23164,-1.5709902,.057718646
23165,-.94969302,.16278614
23166,-.23099379,.42506358
23167,1.2803468,.90804148
23168,.651429,.78233224
23169,1.0696945,.87223637
23170,-.18773846,.44541186
23172,.068183571,.56476229
23173,.16090673,.60810018
23175,.34859166,.68254745
23176,-.22366986,.42799842
23178,.18736681,.61886126
23179,.19730236,.62385052
23191,.20335793,.62678534
23192,.77155119,.81119156
23193,.71287072,.7957347
23194,.29673648,.66444921
23195,.11942622,.58882803
23196,.13710047,.59753472
23197,-.019593513,.52308744
23198,-.11504829,.47867346
23199,.15033294,.6030131
23231,-.87407833,.18235178
23232,-.74607164,.21678732
23233,-1.5415968,.061436117
23234,-1.2343822,.10213266
23235,-.82251847,.19448249
23236,-.38762853,.35042065
23237,-2.3751054,.012815496
23238,-1.9392499,.029348465
23239,-.11069009,.48063001
23241,-.77703303,.2087654
23251,1.1788861,.89356291
23252,.8614217,.82997459
23253,.51478946,.74144006
23254,.74662697,.80561537
23261,.14802869,.60154569
23291,-.59307003,.26902759
23331,-.36946905,.35991001
23332,-.38274398,.35306203
23333,.099898666,.57924086
23334,.035498779,.54910976
23335,.025829095,.54490316
23336,.45418555,.72187442
23337,.56625897,.75865781
23338,.44498029,.71854824
23339,-.38853037,.3498337
23341,-.83470815,.19262375
23342,.39038637,.69771081
23343,.6010372,.7694189
23344,.87652659,.83349639
23361,.34566918,.68059087
23362,1.3799456,.92115045
23363,.81786972,.82146353
23364,.99792522,.85902953
23365,.10170003,.58031696
23375,.83770901,.82625711
23376,.48441628,.7319507
23391,.41563177,.70886326
23392,.6424396,.78027785
23393,.57038546,.76002741
23394,.5987587,.76922327
23431,1.5544029,.94130307
23432,1.8782879,.9687928
23433,-.46479273,.3172569
23434,1.865432,.9674232
23435,.89493722,.83809429
23436,-.2764357,.4029544
23437,1.0436404,.86734492
23438,1.9808298,.97485816
23439,1.3522265,.91811776
23440,1.7004092,.95509684
23441,.63314509,.77802777
23442,1.8669891,.96752101
23443,.81925929,.82185483
23531,-.39924741,.34543142
23533,.30713603,.66699278
23534,-.47484508,.3134416
23535,.8622396,.83026803
23536,-.2165906,.43161806
23537,1.1948775,.8963021
23538,1.2359967,.9022696
23539,1.68617,.95353162
23541,.42010567,.71072197
23542,.66946006,.78702796
23543,.89222217,.8374095
23591,.6111747,.77215809
23593,.72810525,.79974562
23594,.89299709,.8378008
23599,.57473707,.76149482
23631,1.128772,.88387793
23632,.41840124,.70993936
23633,1.3846192,.92203093
23634,1.4620502,.93083543
23635,1.0519556,.86871451
23636,1.0854053,.87419289
23637,1.1096303,.87957346
23638,1.4348487,.92809623
23641,1.3299265,.91518295
23642,1.6985514,.95490122
23651,.15044665,.60311091
23661,1.9642843,.97397768
23691,.083077617,.57161027
23731,1.6707311,.95206416
23732,1.6761544,.95265114
23733,2.2331674,.98561925
23734,1.8686111,.96771669
23735,2.5034792,.9933477
23736,2.0094035,.97701037
23737,1.0995804,.87693208
23741,1.2487673,.9036392
23742,3.299891,.99911952
23791,.81593621,.82097435
23830,-1.3124571,.089414984
23831,.099419154,.57904518
23832,-.92417538,.17022109
23833,-.35052446,.36802974
23834,-.022421308,.52122873
23835,.41241068,.7071023
23836,-.2546578,.41312855
23837,-.72359008,.22383095
23838,-.50350988,.30356094
23839,-.1945554,.44218352
23840,-1.1338582,.12081785
23841,.28574115,.66024262
23842,-.69514799,.232342
23843,.65019715,.78223437
23930,.89028561,.83701819
23931,1.1275564,.88358444
23932,.9105047,.8409313
23933,.23830621,.6415574
23934,1.0390602,.8664645
23935,1.147745,.88779104
23936,.9423368,.84787714
23940,.53966063,.74946195
23941,.99317205,.85775781
23942,1.1238253,.88260615
24130,-1.172804,.11289376
24131,-.087436788,.49051067
24132,-.59405643,.26863629
24133,-.065092444,.5
24134,-1.174351,.11260027
24135,.33762375,.67775387
24136,.31290027,.66953629
24137,-.53200132,.29279983
24138,-.58411521,.27196243
24139,-1.9708015,.027489727
24161,.24332029,.64302486
24162,-.021950398,.52132654
24164,.55989581,.75621212
24165,-.33122146,.37575817
24171,-.12276511,.47476032
24172,-.51244062,.30033261
24174,.39758354,.70093918
24175,.75090349,.80639797
24191,.21123438,.63050282
24192,.1292311,.59293681
24193,.29282832,.66317743
24194,.078467861,.56994718
24195,-.4834438,.31001762
24196,-.19081831,.44394442
24230,-1.5323725,.061827432
24231,-1.0110197,.14693798
24232,-.56836927,.27890822
24233,-.76365733,.21199374
24234,-.39840376,.34582272
24235,.087030791,.57346898
24271,.016171506,.54069656
24272,.065022245,.56300139
24291,-.44783482,.32420269
24292,-.10586125,.4829779
24293,-.20070131,.43915084
24294,-.43095645,.33114851
24295,-.0057833237,.5294463
24296,.079711199,.5704363
24297,-.24719597,.4167482
24298,-.81740016,.19555859
24330,-1.1318481,.12120916
24331,-.28246734,.39972609
24332,.17030618,.61181766
24333,.60298759,.76990807
24334,.16621569,.61015457
24335,.36662617,.68968892
24336,.34920046,.68284094
24339,-.032603536,.51633734
24340,1.720457,.95685774
24371,-.59908426,.26677755
24372,-.70571357,.22852671
24373,.10302734,.58109957
24391,.0032327818,.534729
24392,-.1851276,.44629231
24393,.06119322,.56133831
24394,.16273668,.60878497
24395,.13291439,.59479553
24396,.027017714,.54558796
24397,-.037781391,.51350027
24430,-1.2418927,.1005674
24431,-.097165555,.48679319
24432,.40578476,.70436317
24433,.49324572,.7341029
24436,.72525793,.79847389
24438,-1.8393462,.036098611
24439,-.28328392,.39923695
24441,.87927103,.83418119
24446,-1.575942,.057033848
24460,1.451198,.92975932
24462,.82079715,.82244182
24463,-1.0645374,.1345138
24465,.87649834,.83339858
24466,.99497926,.85814911
24471,.84674561,.82752883
24491,.58497357,.76550579
24493,.56051582,.75650555
24494,.60682583,.77098417
24495,.6163066,.77421248
24531,-.87507743,.1820583
24532,.26281345,.65124243
24533,.45487714,.72226572
24534,-1.0102085,.14703581
24535,.3605406,.68714535
24537,-1.1461564,.11837213
24538,.55565882,.75464684
24541,.22307387,.63510078
24542,.87472463,.83271378
24543,1.1900457,.895226
24544,.34751663,.68166697
24545,.2891748,.66190571
24561,1.5876424,.94433576
24562,1.5261252,.93748778
24563,1.3593801,.91909605
24564,2.6808572,.9957934
24565,.55909371,.75572294
24566,2.2446644,.98640186
24591,.53050566,.74564666
24592,.60428488,.77029938
24593,.86474365,.83056152
24630,.22273663,.63461161
24631,.23593643,.64008999
24632,1.2755737,.90706319
24633,1.0937098,.87605166
24634,.95305824,.85002935
24635,-.37017253,.35932302
24636,1.2371305,.90246528
24650,1.1511079,.88896495
24651,1.2845814,.90833497
24652,.97432446,.85404032
24655,.66385829,.78565836
24657,1.7588109,.9603796
24731,-.28820571,.3963021
24732,.96507788,.85237724
24733,.92913121,.84386617
24734,1.2891278,.90911758
24735,1.4534105,.93005282
24736,1.1384925,.88603014
24741,.51643413,.74212486
24745,1.820585,.9649775
24747,.67981648,.78908235
24750,.25744134,.64889455
24751,1.4556751,.93044412
24752,.48129198,.73107022
24753,1.0551025,.86920369
24754,-.28111365,.40041089
24755,.32064384,.67247117
24756,.40000576,.70142829
24760,1.3105824,.91263938
24761,-.15266177,.46106437
24762,.31833881,.6716885
24763,.41549155,.70876539
24764,.58866596,.76619059
24770,.37615353,.69291723
24771,.30070013,.66493839
24772,1.176738,.89297593
24791,.77801865,.81314814
24792,.8586821,.82958323
24793,1.0510991,.86842108
24794,.47734946,.72970062
24795,.61118454,.7722559
24796,.56981486,.7596361
24797,.77169406,.81128937
24798,.60517472,.77059287
24799,.75679278,.80796319
25218,-.57307708,.27685386
25219,-1.6876415,.047446683
25220,.64404833,.78076696
25221,.76102006,.80894148
25222,.52978772,.74545097
25223,.56481826,.75816864
25224,-.055633087,.50401098
25226,-1.6642767,.049207591
25227,-4.8131146,.00097828219
25228,-2.5533199,.0087067112
25230,-.9627068,.15906867
25231,-1.4931124,.064762279
25232,-1.1042858,.12658972
25233,-1.3554387,.08266484
25234,.38771993,.69663471
25237,-1.55378,.059675209
25238,-1.2770568,.094306394
25240,-2.2063389,.018489532
25241,.35749632,.68567795
25244,-1.4455947,.070338488
25245,-1.9015363,.031794168
25246,-1.7502972,.042653102
25247,-.44549355,.32498533
25248,-.8610428,.18597144
25249,-.55437839,.28419095
25250,.18303156,.61641556
25251,.89931458,.8391704
25252,.42304617,.71228725
25263,-.92742395,.16953629
25267,.34438083,.68010175
25268,-1.4369245,.071903735
25269,.32795426,.67462337
25270,.57087988,.76012522
25271,1.3085912,.91215026
25275,-1.7648275,.041576989
25276,-.28537974,.39757386
25277,-.84420574,.19027588
25341,.19877279,.62443751
25342,.00019750473,.53306592
25351,-.11228079,.4798474
25352,-.28399259,.39845431
25353,.170572,.61191547
25354,-.050988343,.50645667
25355,.4196296,.71042848
25356,.27825537,.65750343
25360,.83366251,.82518101
25361,-.78755552,.2063197
25362,.41653219,.70935237
25368,-1.3135959,.089121506
25373,.61038291,.77176678
25374,-.32020631,.38074741
25375,-.54524177,.28771278
25433,.72986054,.80003911
25435,-.31935206,.38143221
25436,.47112548,.72715712
25437,-.22168489,.42878106
25438,.50451195,.7383095
25439,.31695974,.6710037
25440,1.0770272,.87331247
25441,.28204468,.65926433
25442,.09855561,.57865387
25443,.25631958,.64830756
25444,-.85213709,.18822148
25448,.1834417,.61670905
25449,1.0064456,.86098611
25450,1.4836489,.93347681
25451,.44335276,.71815693
25452,-.13741244,.468108
25453,-.50136679,.30434358
25454,.14665052,.6009587
25455,-.14384566,.46517316
25456,-1.1260365,.12248092
25457,-2.0659442,.024261396
25458,-1.7520491,.042457446
25459,.95550597,.85071415
25460,-1.7940277,.039033458
25461,-2.2347877,.01751125
25462,-1.9889798,.027098415
25463,-1.5467265,.060653493
25464,.3101432,.6681667
25465,-1.3647749,.081197418
25466,-1.4591759,.068186268
25467,-2.1617658,.020543925
25468,.47042507,.72686362
25470,-.46721888,.31666994
25471,-1.3905528,.078164741
25472,-.9109304,.1740364
25473,.008202794,.53707689
25474,.007792959,.53688121
25475,.20452164,.62795931
25476,.61202526,.7726472
25477,.015342306,.54050088
25478,1.4807434,.9330855
25481,1.6144674,.94697708
25482,1.39133,.92310703
25483,.55418938,.75445116
25484,.95880455,.85120326
25592,-.28365925,.3987478
25654,1.3952763,.92379183
25655,.87648213,.83330071
25656,1.2094705,.89825869
25657,.79757428,.81774604
25658,-1.5067927,.063979648
25659,-1.3635576,.081490904
25661,.57972831,.76306009
25662,-.98507172,.15398161
25663,-1.2329293,.10252397
25664,-.98127192,.15486206
25665,-.7208721,.2250049
25666,.25896385,.64918804
25667,.98650712,.85648602
25668,1.2544382,.90422618
25669,.13520339,.59606731
25671,1.0420642,.86705148
25730,.99585682,.85863823
25731,1.1944782,.8959108
25732,1.1818175,.89385641
25733,1.6015105,.94599885
25734,.51392424,.74124438
26013,.00086279667,.5332616
26130,.4209477,.71111327
26131,-.67322844,.23938563
26132,-1.558756,.059186067
26133,-1.4163795,.074838586
26134,-2.0742373,.02406574
26135,-1.7671636,.041479163
26136,-1.3638086,.081393071
26137,-1.3820937,.079534337
26138,-1.4020426,.077088632
26139,-.57361156,.27675602
26140,-.69462872,.23243983
26141,-1.1484518,.117883
26142,-1.1237984,.12267658
26143,-2.4949937,.010271963
26145,-.94507402,.1643514
26146,-.0055172057,.5297398
26147,.38824704,.69702601
26151,-1.710448,.045196634
26152,-.76486641,.21160242
26153,-.84686822,.18968891
26160,1.7142059,.95636863
26161,.79172605,.81627864
26162,1.1654283,.89160633
26163,.55448526,.75454903
26165,.11156145,.58442575
26171,1.0578876,.8696928
26172,.74105948,.80424577
26173,.065599374,.56329483
26175,-.041314565,.51203287
26176,.33747283,.67765605
26191,.34286311,.67941695
26192,.090216167,.57474077
26193,.39336306,.69947171
26194,.41485873,.70847189
26231,-.55590779,.283604
26232,.090674713,.57493639
26233,-.53697461,.29054978
26234,-.57571888,.27577773
26235,-.65290076,.24594013
26236,-.51682824,.29866955
26237,.022988271,.54382706
26241,-.54575062,.28751713
26242,-.37409955,.35707298
26243,.40395129,.70318919
26244,-1.5144969,.063001372
26250,-1.1920258,.10966543
26251,-1.2712362,.09567599
26252,.57597804,.76178831
26253,.60428333,.7702015
26254,-.75725722,.21375465
26257,.45130697,.72109175
26258,1.5806369,.94365096
26260,.70034599,.79348463
26261,1.3898144,.92291135
26262,.63888919,.77900606
26263,-.26380301,.40901977
26264,-.50140631,.30424574
26265,.94863081,.84885544
26266,-.92882746,.16894932
26268,1.3652488,.91978085
26270,-.22967649,.42535707
26272,.35453561,.68469965
26273,-.4263941,.33300725
26291,.70509863,.79446292
26292,.1137978,.58608884
26293,.39021248,.69731951
26294,.20342124,.62688321
26295,-.12493281,.47368422
26296,-.11597289,.47798866
26331,-.380611,.35452944
26332,-.015241049,.52514184
26333,-.043356378,.51036978
26334,-1.645028,.050675016
26336,-.52199298,.2971043
26337,-1.2577074,.098317355
26338,-.33120787,.37595382
26339,-.10873082,.48170611
26351,.93545628,.84513795
26352,1.4857844,.93386811
26353,.53152913,.74603796
26354,.8530727,.828605
26357,-.067088187,.4989239
26358,.4464775,.71864605
26361,1.0249538,.86392093
26362,1.1339335,.88563883
26363,.46965101,.72647232
26365,.93753749,.84621406
26371,.62387866,.77587557
26372,.63049418,.77685386
26373,.64400762,.78066915
26375,.45636111,.72285265
26376,.48232839,.73136371
26377,.42149153,.71130896
26391,-.062267657,.50166309
26392,.53286582,.74633145
26394,.14397395,.59978479
26395,.26851946,.65349245
26431,-.73644888,.21981999
26432,-1.5628746,.0585991
26433,-1.3944138,.07757777
26434,-1.2363133,.10154568
26435,-.58724982,.27069068
26436,-.45354944,.32195264
26437,-.064093418,.50058699
26438,-1.9625649,.028272353
26439,-.16388486,.45617297
26451,-1.2386602,.10095872
26452,-1.0817751,.13118763
26453,-.21477239,.43230286
26454,-.42011818,.33574644
26470,-.37335691,.35765994
26471,-1.1859632,.11093719
26491,.013401001,.53971827
26492,-.28386578,.39855215
26493,-.47784522,.31216982
26494,-.46225464,.31843084
26531,-.12073061,.47564077
26532,.6618132,.78507143
26533,-.75887048,.21306986
26534,-1.6026521,.054196831
26535,-1.4822569,.065740563
26536,-1.8430933,.035805125
26537,-1.2492286,.099099979
26538,-.092176154,.48953238
26539,-.86576086,.18421052
26540,.30895683,.66767758
26550,-.93351573,.16787322
26571,-.97312659,.15642731
26572,-.32582605,.37839952
26574,-.53470564,.29172373
26575,-.10226242,.4847388
26590,-.44405034,.32576796
26631,-.54745835,.28604969
26632,-.541637,.28918019
26633,-.14858554,.46370572
26634,-.57148463,.27744082
26651,.58859628,.76609272
26652,.38313711,.6954608
26653,.43462041,.71561337
26654,1.190012,.89512813
26655,.78391397,.81481117
26675,-.18052359,.44815105
26691,-.56053078,.28174525
26692,.049681906,.55527294
26693,.022128478,.54353356
26694,.040701926,.55126196
26695,-.42995918,.33153981
26697,.38740551,.69643903
26698,.30735347,.66709059
26731,-2.1663027,.02025044
26732,-.42615724,.33330071
26733,-1.128215,.12199178
26734,-.6511215,.24682058
26735,-.23445681,.42340052
26736,-.046870761,.50870669
26737,-.73954988,.21884172
26738,-1.205749,.10712189
26739,.032622412,.54793584
26740,-.95058554,.16239484
26741,-.81202054,.19898258
26771,-.27895823,.40178049
26772,-.38252711,.3533555
26773,-1.9440731,.029054979
26774,-.55653542,.2833105
26775,-.60462046,.26394051
26776,-.60941178,.26208177
26777,-.32592028,.37830171
26790,-.57794398,.27489728
26831,-.54401803,.28829974
26832,.20589189,.62874192
26833,-1.5073295,.063783996
26834,-1.7392166,.0433379
26868,-.090358518,.48992369
26871,-.33860251,.37311682
26872,-.042433262,.51115239
26873,.13908279,.59831733
26874,.24336481,.64312267
26875,-.12059917,.47573861
26876,-.19823842,.44022697
26877,-.32329822,.37947565
26878,.25038472,.64615536
26890,-.073692121,.49638036
26931,-.60608864,.26345137
26932,-.41910794,.33633339
26933,.077563025,.56955588
26934,.78268266,.81432205
26935,-.48987576,.30835453
26936,-.40726149,.34142047
26937,-.63250667,.25357074
26938,.47112775,.72725493
26939,.42295596,.71209157
26940,.63149732,.77763647
26941,-.28482383,.39796516
26942,.048456673,.55478382
26943,.18961412,.61974174
26944,.23558092,.6397965
26962,-.42534894,.33369204
26971,.08493071,.57258856
26972,-.69111693,.23341812
26973,-.24403185,.41801995
26974,-.20976231,.43543339
26976,-.0051359967,.53003329
26977,-1.0636034,.13510077
26978,.34941795,.68303657
26991,-.3227247,.37967131
26992,.46286178,.72432011
26993,.25801015,.64899236
26994,.083505772,.57190377
26995,.065042198,.56309921
26996,-.18365093,.44678146
27131,-.1356135,.46908629
27132,-.0064428123,.52915281
27133,.004934994,.53570729
27134,-.52489275,.29593036
27135,-.81063312,.19956955
27136,.57953846,.76296222
27137,.028973773,.54627275
27138,.020008184,.54235959
27139,-.81507522,.19702603
27140,-.67881513,.23723342
27141,-.37138364,.35854042
27142,-.50812787,.30189785
27143,-.28289852,.3994326
27144,-.69648814,.23175503
27145,-1.3584514,.082077868
27146,-.021576665,.52152222
27150,-.34074178,.37155154
27151,-.16764659,.45402074
27152,-.052114986,.50567406
27153,.29041699,.66229701
27154,.40090796,.70191741
27155,.57244843,.76081002
27157,1.2875444,.90892196
27160,-.95488232,.16102524
27170,-2.9616282,.0042066132
27171,.58131391,.76433182
27172,.20012204,.62512231
27173,-.34062073,.37194288
27174,-.92790353,.16924281
27175,.047239304,.55419683
27176,-1.033458,.14273137
27177,-.42382488,.33447465
27178,.1856063,.61788303
27191,.048569672,.55488163
27192,.92710578,.84367049
27193,.15412399,.60428488
27194,.024068069,.54431617
27195,.25916359,.64948153
27198,-.0043776841,.53042459
27199,.46753544,.7259832
27231,-.20202893,.43846604
27232,-.7171666,.22598317
27233,-1.5760217,.056936022
27234,-.7111907,.22764625
27235,-.73814714,.21933086
27236,-2.2894232,.015163373
27237,-.14502725,.46429271
27238,-.16566071,.45529249
27239,-1.0804917,.13157895
27261,-1.2364944,.10144786
27291,.12882832,.592839
27292,-.17176339,.45196635
27293,-.3225489,.37976912
27294,.20342405,.62698102
27295,.24914299,.64556837
27296,-.23593883,.42281353
27297,-.28853273,.39610645
27330,-1.9042336,.031500686
27331,-1.6079447,.053707689
27332,-.31244659,.38505185
27333,-.27846637,.4018783
27334,-1.4454603,.07053414
27335,-.56875163,.27871257
27336,-.6830827,.23576599
27350,-.75765544,.21355899
27355,-.45930117,.31960478
27356,-.48504987,.30972412
27357,.0046558506,.53531599
27391,.11825379,.58824104
27392,-.36736715,.36079046
27393,-.48274127,.31040892
27394,-.1505007,.46214047
27395,-.68685985,.23498337
27396,-.32534096,.37869301
27397,-.17478265,.45049894
27398,-.45166811,.32312658
27430,-1.6577322,.049696732
27431,-.80880421,.20035218
27432,-.258414,.41146547
27433,.37165421,.69144982
27434,-1.0215079,.14459009
27435,-.71672773,.226081
27436,-1.0005217,.14957933
27437,-.11976966,.47652122
27450,-.90650129,.17481902
27451,-.095368676,.48728234
27453,.20208299,.62629622
27454,.22712046,.6362747
27456,.24022782,.64194876
27460,-.55964386,.28203875
27461,-.61078852,.26169047
27462,-.18866962,.44492272
27463,.27776322,.65691644
27491,.42215484,.71160245
27492,.28730643,.6608296
27493,.14851035,.60183918
27494,.056072731,.55830562
27530,-1.8015335,.038544316
27531,-.30548987,.38828018
27532,-.34681192,.36900803
27533,-.74553758,.21698298
27534,-.47648472,.31256115
27535,-1.0139172,.14625318
27536,-.22100095,.42917237
27537,-.43123433,.3307572
27538,-.41142291,.33985522
27539,-.50821066,.30180004
27561,.054642115,.55781645
27562,.23101294,.63783997
27563,-.029001215,.51848954
27564,.012066883,.53922909
27566,-1.090597,.12942673
27567,-.26725644,.40725887
27568,-.59272045,.26932108
27570,-.22115727,.42907456
27571,-.74632013,.21659167
27572,-.64273053,.25004891
27575,-1.3780012,.079925649
27576,-1.3371929,.085599683
27591,.44255596,.71776563
27592,.067127697,.56427312
27593,.40575701,.7042653
27594,.12699896,.59176284
27595,-.70189434,.22950499
27596,.01615696,.54059869
27630,-1.33795,.085404031
27635,-.52995127,.29377812
27636,.0070233392,.5367834
27637,.087265886,.57366467
27650,-.89945376,.17599295
27655,.063443512,.56251222
27656,-.33382782,.37477988
27660,-.29163173,.39503032
27730,-.75818247,.21346116
27731,.040986076,.55145764
27732,.16700473,.61083937
27735,-.19723566,.44071609
27736,-.63912582,.25151634
27737,-.35334885,.36607316
27740,-.95197684,.16190569
27745,-.18779896,.44531402
28131,-.65654463,.24476619
28132,-1.1629201,.11494815
28133,-.27259496,.40461749
28134,-.29748905,.39248678
28135,.678536,.78849542
28136,-1.3717976,.080610447
28137,.46575001,.72539622
28138,-.57746071,.27519077
28139,.35818946,.68587363
28140,-.17516579,.4504011
28141,-1.920536,.030228918
28142,-.57934374,.27411467
28143,.5490855,.75269026
28144,.095001757,.57620817
28146,.25869727,.64909017
28147,-.81769174,.19536294
28148,-1.081372,.13138328
28149,-.28223962,.3998239
28150,-.98735499,.15359029
28151,.57868356,.76266873
28152,.29565719,.66405791
28153,-.1226311,.47485813
28191,-.21178076,.43386814
28192,-.27525437,.40334573
28193,-.51324445,.2999413
28195,-.03156602,.51731557
28197,-.44388935,.32596362
28231,-1.4412402,.071414597
28232,-.25164798,.41420466
28233,-1.1535923,.11670906
28234,-.50618249,.30268049
28235,-1.6764722,.048229311
28261,-.99814719,.15026413
28262,-1.0869812,.13001369
28263,-.84115994,.1910585
28264,-.48191965,.31089807
28265,-.3558462,.36480141
28266,-.72191519,.22441792
28267,-1.3260239,.08755625
28268,-.72840631,.22236353
28269,-1.28571,.092643321
28271,-.76010084,.21267854
28272,-1.6069239,.053805519
28273,-.43020087,.331442
28274,-.82471383,.19399334
28275,-1.2762282,.094697714
28276,-.26942989,.40637839
28291,-.78332102,.20739581
28292,-1.125581,.12257876
28293,-.52892411,.29426727
28294,-.36007181,.363334
28295,-.49075127,.30766973
28331,-1.6725935,.048620623
28332,.041450046,.55175114
28333,-.42354754,.33457249
28334,-1.7932149,.039131284
28335,-.62733448,.25562513
28336,.053309791,.55693603
28341,-1.6834178,.047935825
28342,-.5646925,.28008217
28343,-.022909928,.52093524
28344,-.30840182,.38691059
28345,-.058168069,.5031305
28371,-1.6550096,.050088044
28372,-.89594376,.17706907
28376,-.13427424,.4698689
28391,.017161524,.54099
28393,-.41560495,.33799648
28394,.0049205543,.53560948
28395,.037260387,.54969674
28396,-.52470851,.29612601
28431,-1.7130926,.044903152
28432,-2.220649,.01809822
28433,-1.1345499,.12072001
28434,-.7538228,.21443945
28435,-.37960029,.35511643
28436,-2.5855775,.0082175704
28437,.19652969,.62345922
28438,.011513447,.5385443
28491,-.54548168,.28761494
28492,-.62655187,.25621209
28531,-1.1903858,.11005674
28532,.97763997,.85462725
28533,-1.0025579,.14860106
28534,-.40170926,.34445313
28536,.16649263,.61054587
28537,-.59525627,.26814714
28538,-.19991399,.43954217
28540,-.80441231,.2018196
28591,-.26960829,.40618274
28593,-.52129948,.29739776
28631,-1.0491194,.13823126
28632,-1.8223226,.036979064
28633,-.5866254,.27088633
28634,-.95588326,.16043827
28635,-.032109912,.51692426
